id,is_premium,title,topic_tags,difficulty,similar_questions,problem_URL
113,False,113. Path Sum II,"'Backtracking', 'Tree', 'Depth-First Search', 'Binary Tree'",Medium,"[""'Path Sum'"", ""'Binary Tree Paths'"", ""'Path Sum III'"", ""'Path Sum IV'"", ""'Step-By-Step Directions From a Binary Tree Node to Another'""]",https://leetcode.com/problems/path-sum-ii
114,False,114. Flatten Binary Tree to Linked List,"'Linked List', 'Stack', 'Tree', 'Depth-First Search', 'Binary Tree'",Medium,"[""'Flatten a Multilevel Doubly Linked List'"", ""'Correct a Binary Tree'""]",https://leetcode.com/problems/flatten-binary-tree-to-linked-list
115,False,115. Distinct Subsequences,"'String', 'Dynamic Programming'",Hard,"[""'Number of Unique Good Subsequences'""]",https://leetcode.com/problems/distinct-subsequences
116,False,116. Populating Next Right Pointers in Each Node,"'Linked List', 'Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree'",Medium,"[""'Populating Next Right Pointers in Each Node II'"", ""'Binary Tree Right Side View'"", ""'Cycle Length Queries in a Tree'""]",https://leetcode.com/problems/populating-next-right-pointers-in-each-node
117,False,117. Populating Next Right Pointers in Each Node II,"'Linked List', 'Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree'",Medium,"[""'Populating Next Right Pointers in Each Node'""]",https://leetcode.com/problems/populating-next-right-pointers-in-each-node-ii
118,False,118. Pascal's Triangle,"'Array', 'Dynamic Programming'",Easy,"[""'Pascal's Triangle II'""]",https://leetcode.com/problems/pascals-triangle
119,False,119. Pascal's Triangle II,"'Array', 'Dynamic Programming'",Easy,"[""'Pascal's Triangle'"", ""'Find Triangular Sum of an Array'""]",https://leetcode.com/problems/pascals-triangle-ii
120,False,120. Triangle,"'Array', 'Dynamic Programming'",Medium,[''],https://leetcode.com/problems/triangle
121,False,121. Best Time to Buy and Sell Stock,"'Array', 'Dynamic Programming'",Easy,"[""'Maximum Subarray'"", ""'Best Time to Buy and Sell Stock II'"", ""'Best Time to Buy and Sell Stock III'"", ""'Best Time to Buy and Sell Stock IV'"", ""'Best Time to Buy and Sell Stock with Cooldown'"", ""'Sum of Beauty in the Array'"", ""'Maximum Difference Between Increasing Elements'"", ""'Maximum Profit From Trading Stocks'""]",https://leetcode.com/problems/best-time-to-buy-and-sell-stock
122,False,122. Best Time to Buy and Sell Stock II,"'Array', 'Dynamic Programming', 'Greedy'",Medium,"[""'Best Time to Buy and Sell Stock'"", ""'Best Time to Buy and Sell Stock III'"", ""'Best Time to Buy and Sell Stock IV'"", ""'Best Time to Buy and Sell Stock with Cooldown'"", ""'Best Time to Buy and Sell Stock with Transaction Fee'"", ""'Maximum Profit From Trading Stocks'""]",https://leetcode.com/problems/best-time-to-buy-and-sell-stock-ii
123,False,123. Best Time to Buy and Sell Stock III,"'Array', 'Dynamic Programming'",Hard,"[""'Best Time to Buy and Sell Stock'"", ""'Best Time to Buy and Sell Stock II'"", ""'Best Time to Buy and Sell Stock IV'"", ""'Maximum Sum of 3 Non-Overlapping Subarrays'"", ""'Maximum Profit From Trading Stocks'"", ""'Maximize Win From Two Segments'""]",https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iii
124,False,124. Binary Tree Maximum Path Sum,"'Dynamic Programming', 'Tree', 'Depth-First Search', 'Binary Tree'",Hard,"[""'Path Sum'"", ""'Sum Root to Leaf Numbers'"", ""'Path Sum IV'"", ""'Longest Univalue Path'"", ""'Time Needed to Inform All Employees'"", ""'Difference Between Maximum and Minimum Price Sum'""]",https://leetcode.com/problems/binary-tree-maximum-path-sum
125,False,125. Valid Palindrome,"'Two Pointers', 'String'",Easy,"[""'Palindrome Linked List'"", ""'Valid Palindrome II'"", ""'Maximum Product of the Length of Two Palindromic Subsequences'"", ""'Find First Palindromic String in the Array'"", ""'Valid Palindrome IV'""]",https://leetcode.com/problems/valid-palindrome
126,False,126. Word Ladder II,"'Hash Table', 'String', 'Backtracking', 'Breadth-First Search'",Hard,"[""'Word Ladder'"", ""'Groups of Strings'""]",https://leetcode.com/problems/word-ladder-ii
127,False,127. Word Ladder,"'Hash Table', 'String', 'Breadth-First Search'",Hard,"[""'Word Ladder II'"", ""'Minimum Genetic Mutation'"", ""'Words Within Two Edits of Dictionary'""]",https://leetcode.com/problems/word-ladder
128,False,128. Longest Consecutive Sequence,"'Array', 'Hash Table', 'Union Find'",Medium,"[""'Binary Tree Longest Consecutive Sequence'"", ""'Find Three Consecutive Integers That Sum to a Given Number'"", ""'Maximum Consecutive Floors Without Special Floors'"", ""'Length of the Longest Alphabetical Continuous Substring'""]",https://leetcode.com/problems/longest-consecutive-sequence
129,False,129. Sum Root to Leaf Numbers,"'Tree', 'Depth-First Search', 'Binary Tree'",Medium,"[""'Path Sum'"", ""'Binary Tree Maximum Path Sum'"", ""'Smallest String Starting From Leaf'""]",https://leetcode.com/problems/sum-root-to-leaf-numbers
130,False,130. Surrounded Regions,"'Array', 'Depth-First Search', 'Breadth-First Search', 'Union Find', 'Matrix'",Medium,"[""'Number of Islands'"", ""'Walls and Gates'""]",https://leetcode.com/problems/surrounded-regions
131,False,131. Palindrome Partitioning,"'String', 'Dynamic Programming', 'Backtracking'",Medium,"[""'Palindrome Partitioning II'"", ""'Palindrome Partitioning IV'"", ""'Maximum Number of Non-overlapping Palindrome Substrings'""]",https://leetcode.com/problems/palindrome-partitioning
132,False,132. Palindrome Partitioning II,"'String', 'Dynamic Programming'",Hard,"[""'Palindrome Partitioning'"", ""'Palindrome Partitioning IV'"", ""'Maximum Number of Non-overlapping Palindrome Substrings'"", ""'Number of Great Partitions'""]",https://leetcode.com/problems/palindrome-partitioning-ii
133,False,133. Clone Graph,"'Hash Table', 'Depth-First Search', 'Breadth-First Search', 'Graph'",Medium,"[""'Copy List with Random Pointer'"", ""'Clone Binary Tree With Random Pointer'"", ""'Clone N-ary Tree'""]",https://leetcode.com/problems/clone-graph
134,False,134. Gas Station,"'Array', 'Greedy'",Medium,"[""'Maximize the Topmost Element After K Moves'""]",https://leetcode.com/problems/gas-station
135,False,135. Candy,"'Array', 'Greedy'",Hard,"[""'Minimize Maximum Value in a Grid'""]",https://leetcode.com/problems/candy
136,False,136. Single Number,"'Array', 'Bit Manipulation'",Easy,"[""'Single Number II'"", ""'Single Number III'"", ""'Missing Number'"", ""'Find the Duplicate Number'"", ""'Find the Difference'""]",https://leetcode.com/problems/single-number
137,False,137. Single Number II,"'Array', 'Bit Manipulation'",Medium,"[""'Single Number'"", ""'Single Number III'""]",https://leetcode.com/problems/single-number-ii
138,False,138. Copy List with Random Pointer,"'Hash Table', 'Linked List'",Medium,"[""'Clone Graph'"", ""'Clone Binary Tree With Random Pointer'"", ""'Clone N-ary Tree'""]",https://leetcode.com/problems/copy-list-with-random-pointer
139,False,139. Word Break,"'Array', 'Hash Table', 'String', 'Dynamic Programming', 'Trie', 'Memoization'",Medium,"[""'Word Break II'"", ""'Extra Characters in a String'""]",https://leetcode.com/problems/word-break
140,False,140. Word Break II,"'Array', 'Hash Table', 'String', 'Dynamic Programming', 'Backtracking', 'Trie', 'Memoization'",Hard,"[""'Word Break'"", ""'Concatenated Words'""]",https://leetcode.com/problems/word-break-ii
141,False,141. Linked List Cycle,"'Hash Table', 'Linked List', 'Two Pointers'",Easy,"[""'Linked List Cycle II'"", ""'Happy Number'""]",https://leetcode.com/problems/linked-list-cycle
142,False,142. Linked List Cycle II,"'Hash Table', 'Linked List', 'Two Pointers'",Medium,"[""'Linked List Cycle'"", ""'Find the Duplicate Number'""]",https://leetcode.com/problems/linked-list-cycle-ii
143,False,143. Reorder List,"'Linked List', 'Two Pointers', 'Stack', 'Recursion'",Medium,"[""'Delete the Middle Node of a Linked List'"", ""'Take K of Each Character From Left and Right'""]",https://leetcode.com/problems/reorder-list
144,False,144. Binary Tree Preorder Traversal,"'Stack', 'Tree', 'Depth-First Search', 'Binary Tree'",Easy,"[""'Binary Tree Inorder Traversal'"", ""'Verify Preorder Sequence in Binary Search Tree'"", ""'N-ary Tree Preorder Traversal'"", ""'Kth Largest Sum in a Binary Tree'""]",https://leetcode.com/problems/binary-tree-preorder-traversal
145,False,145. Binary Tree Postorder Traversal,"'Stack', 'Tree', 'Depth-First Search', 'Binary Tree'",Easy,"[""'Binary Tree Inorder Traversal'"", ""'N-ary Tree Postorder Traversal'"", ""'Minimum Fuel Cost to Report to the Capital'""]",https://leetcode.com/problems/binary-tree-postorder-traversal
146,False,146. LRU Cache,"'Hash Table', 'Linked List', 'Design', 'Doubly-Linked List'",Medium,"[""'LFU Cache'"", ""'Design In-Memory File System'"", ""'Design Compressed String Iterator'"", ""'Design Most Recently Used Queue'""]",https://leetcode.com/problems/lru-cache
147,False,147. Insertion Sort List,"'Linked List', 'Sorting'",Medium,"[""'Sort List'"", ""'Insert into a Sorted Circular Linked List'""]",https://leetcode.com/problems/insertion-sort-list
148,False,148. Sort List,"'Linked List', 'Two Pointers', 'Divide and Conquer', 'Sorting', 'Merge Sort'",Medium,"[""'Merge Two Sorted Lists'"", ""'Sort Colors'"", ""'Insertion Sort List'"", ""'Sort Linked List Already Sorted Using Absolute Values'""]",https://leetcode.com/problems/sort-list
149,False,149. Max Points on a Line,"'Array', 'Hash Table', 'Math', 'Geometry'",Hard,"[""'Line Reflection'"", ""'Minimum Number of Lines to Cover Points'"", ""'Minimum Lines to Represent a Line Chart'""]",https://leetcode.com/problems/max-points-on-a-line
150,False,150. Evaluate Reverse Polish Notation,"'Array', 'Math', 'Stack'",Medium,"[""'Basic Calculator'"", ""'Expression Add Operators'""]",https://leetcode.com/problems/evaluate-reverse-polish-notation
151,False,151. Reverse Words in a String,"'Two Pointers', 'String'",Medium,"[""'Reverse Words in a String II'""]",https://leetcode.com/problems/reverse-words-in-a-string
152,False,152. Maximum Product Subarray,"'Array', 'Dynamic Programming'",Medium,"[""'Maximum Subarray'"", ""'House Robber'"", ""'Product of Array Except Self'"", ""'Maximum Product of Three Numbers'"", ""'Subarray Product Less Than K'""]",https://leetcode.com/problems/maximum-product-subarray
153,False,153. Find Minimum in Rotated Sorted Array,"'Array', 'Binary Search'",Medium,"[""'Search in Rotated Sorted Array'"", ""'Find Minimum in Rotated Sorted Array II'""]",https://leetcode.com/problems/find-minimum-in-rotated-sorted-array
154,False,154. Find Minimum in Rotated Sorted Array II,"'Array', 'Binary Search'",Hard,"[""'Find Minimum in Rotated Sorted Array'""]",https://leetcode.com/problems/find-minimum-in-rotated-sorted-array-ii
155,False,155. Min Stack,"'Stack', 'Design'",Medium,"[""'Sliding Window Maximum'"", ""'Max Stack'""]",https://leetcode.com/problems/min-stack
156,True,156. Binary Tree Upside Down,,Medium,,https://leetcode.com/problems/binary-tree-upside-down
157,True,157. Read N Characters Given Read4,,Easy,,https://leetcode.com/problems/read-n-characters-given-read4
158,True,158. Read N Characters Given read4 II - Call Multiple Times,,Hard,,https://leetcode.com/problems/read-n-characters-given-read4-ii-call-multiple-times
159,True,159. Longest Substring with At Most Two Distinct Characters,,Medium,,https://leetcode.com/problems/longest-substring-with-at-most-two-distinct-characters
160,False,160. Intersection of Two Linked Lists,"'Hash Table', 'Linked List', 'Two Pointers'",Easy,"[""'Minimum Index Sum of Two Lists'""]",https://leetcode.com/problems/intersection-of-two-linked-lists
161,True,161. One Edit Distance,,Medium,,https://leetcode.com/problems/one-edit-distance
162,False,162. Find Peak Element,"'Array', 'Binary Search'",Medium,"[""'Peak Index in a Mountain Array'"", ""'Find a Peak Element II'"", ""'Pour Water Between Buckets to Make Water Levels Equal'"", ""'Count Hills and Valleys in an Array'""]",https://leetcode.com/problems/find-peak-element
163,True,163. Missing Ranges,,Easy,,https://leetcode.com/problems/missing-ranges
164,False,164. Maximum Gap,"'Array', 'Sorting', 'Bucket Sort', 'Radix Sort'",Medium,"[""'Maximum Consecutive Floors Without Special Floors'""]",https://leetcode.com/problems/maximum-gap
165,False,165. Compare Version Numbers,"'Two Pointers', 'String'",Medium,[''],https://leetcode.com/problems/compare-version-numbers
166,False,166. Fraction to Recurring Decimal,"'Hash Table', 'Math', 'String'",Medium,[''],https://leetcode.com/problems/fraction-to-recurring-decimal
167,False,167. Two Sum II - Input Array Is Sorted,"'Array', 'Two Pointers', 'Binary Search'",Medium,"[""'Two Sum'"", ""'Two Sum IV - Input is a BST'"", ""'Two Sum Less Than K'""]",https://leetcode.com/problems/two-sum-ii-input-array-is-sorted
168,False,168. Excel Sheet Column Title,"'Math', 'String'",Easy,"[""'Excel Sheet Column Number'"", ""'Cells in a Range on an Excel Sheet'""]",https://leetcode.com/problems/excel-sheet-column-title
169,False,169. Majority Element,"'Array', 'Hash Table', 'Divide and Conquer', 'Sorting', 'Counting'",Easy,"[""'Majority Element II'"", ""'Check If a Number Is Majority Element in a Sorted Array'"", ""'Most Frequent Even Element'"", ""'Minimum Index of a Valid Split'""]",https://leetcode.com/problems/majority-element
170,True,170. Two Sum III - Data structure design,,Easy,,https://leetcode.com/problems/two-sum-iii-data-structure-design
171,False,171. Excel Sheet Column Number,"'Math', 'String'",Easy,"[""'Excel Sheet Column Title'"", ""'Cells in a Range on an Excel Sheet'""]",https://leetcode.com/problems/excel-sheet-column-number
172,False,172. Factorial Trailing Zeroes,'Math',Medium,"[""'Number of Digit One'"", ""'Preimage Size of Factorial Zeroes Function'"", ""'Abbreviating the Product of a Range'"", ""'Maximum Trailing Zeros in a Cornered Path'""]",https://leetcode.com/problems/factorial-trailing-zeroes
173,False,173. Binary Search Tree Iterator,"'Stack', 'Tree', 'Design', 'Binary Search Tree', 'Binary Tree', 'Iterator'",Medium,"[""'Binary Tree Inorder Traversal'"", ""'Flatten 2D Vector'"", ""'Zigzag Iterator'"", ""'Peeking Iterator'"", ""'Inorder Successor in BST'"", ""'Binary Search Tree Iterator II'""]",https://leetcode.com/problems/binary-search-tree-iterator
174,False,174. Dungeon Game,"'Array', 'Dynamic Programming', 'Matrix'",Hard,"[""'Unique Paths'"", ""'Minimum Path Sum'"", ""'Cherry Pickup'"", ""'Minimum Path Cost in a Grid'"", ""'Minimum Health to Beat Game'"", ""'Paths in Matrix Whose Sum Is Divisible by K'"", ""'Check if There is a Path With Equal Number of 0's And 1's'""]",https://leetcode.com/problems/dungeon-game
175,False,175. Combine Two Tables,'Database',Easy,"[""'Employee Bonus'""]",https://leetcode.com/problems/combine-two-tables
176,False,176. Second Highest Salary,'Database',Medium,[''],https://leetcode.com/problems/second-highest-salary
177,False,177. Nth Highest Salary,'Database',Medium,"[""'The Number of Users That Are Eligible for Discount'""]",https://leetcode.com/problems/nth-highest-salary
178,False,178. Rank Scores,'Database',Medium,[''],https://leetcode.com/problems/rank-scores
179,False,179. Largest Number,"'Array', 'String', 'Greedy', 'Sorting'",Medium,"[""'Smallest Value of the Rearranged Number'""]",https://leetcode.com/problems/largest-number
180,False,180. Consecutive Numbers,'Database',Medium,[''],https://leetcode.com/problems/consecutive-numbers
181,False,181. Employees Earning More Than Their Managers,'Database',Easy,[''],https://leetcode.com/problems/employees-earning-more-than-their-managers
182,False,182. Duplicate Emails,'Database',Easy,[''],https://leetcode.com/problems/duplicate-emails
183,False,183. Customers Who Never Order,'Database',Easy,[''],https://leetcode.com/problems/customers-who-never-order
184,False,184. Department Highest Salary,'Database',Medium,"[""'Highest Grade For Each Student'""]",https://leetcode.com/problems/department-highest-salary
185,False,185. Department Top Three Salaries,'Database',Hard,[''],https://leetcode.com/problems/department-top-three-salaries
186,True,186. Reverse Words in a String II,,Medium,,https://leetcode.com/problems/reverse-words-in-a-string-ii
187,False,187. Repeated DNA Sequences,"'Hash Table', 'String', 'Bit Manipulation', 'Sliding Window', 'Rolling Hash', 'Hash Function'",Medium,[''],https://leetcode.com/problems/repeated-dna-sequences
188,False,188. Best Time to Buy and Sell Stock IV,"'Array', 'Dynamic Programming'",Hard,"[""'Best Time to Buy and Sell Stock'"", ""'Best Time to Buy and Sell Stock II'"", ""'Best Time to Buy and Sell Stock III'"", ""'Maximum Profit From Trading Stocks'""]",https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iv
189,False,189. Rotate Array,"'Array', 'Math', 'Two Pointers'",Medium,"[""'Rotate List'"", ""'Reverse Words in a String II'"", ""'Make K-Subarray Sums Equal'""]",https://leetcode.com/problems/rotate-array
190,False,190. Reverse Bits,"'Divide and Conquer', 'Bit Manipulation'",Easy,"[""'Reverse Integer'"", ""'Number of 1 Bits'"", ""'A Number After a Double Reversal'""]",https://leetcode.com/problems/reverse-bits
